nacionalidad,autoidentificacion_etnica,estatus_migratorio,numero_detenciones,estado_civil,nivel_de_instruccion,genero,edad,sexo
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,27,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,32,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,EDUCACIÓN GENERAL BÁSICA,MASCULINO,24,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,TERCER NIVEL TÉCNICO-TECNOLÓGICO Y DE GRADO,MASCULINO,30,HOMBRE
ECUATORIANO,MESTIZO/A,,0,CASADO/A,,MASCULINO,42,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,,MASCULINO,45,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,27,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,39,HOMBRE
ECUATORIANO,MESTIZO/A,,0,DIVORCIADO/A,,MASCULINO,40,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,NO APLICA,MASCULINO,16,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,16,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,16,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,DIVORCIADO/A,BACHILLERATO,FEMENINO,30,MUJER
ECUATORIANO,AFROECUATORIANO/A  AFRODESCENDIENTE,NO APLICA,0,SOLTERO/A,,MASCULINO,24,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,57,HOMBRE
ECUATORIANO,AFROECUATORIANO/A  AFRODESCENDIENTE,,0,SOLTERO/A,,MASCULINO,22,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,CASADO/A,BACHILLERATO,FEMENINO,65,MUJER
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,19,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,20,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,23,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,,MASCULINO,36,HOMBRE
ECUATORIANO,AFROECUATORIANO/A  AFRODESCENDIENTE,REGULAR,0,SOLTERO/A,BACHILLERATO,MASCULINO,31,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,36,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,BACHILLERATO,MASCULINO,26,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,49,HOMBRE
COLOMBIANO,MESTIZO/A,NO APLICA,0,UNION DE HECHO,NO APLICA,MASCULINO,32,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,35,HOMBRE
ECUATORIANO,MONTUBIO/A,,0,CASADO/A,BACHILLERATO,MASCULINO,53,HOMBRE
ECUATORIANO,MONTUBIO/A,NO APLICA,0,SOLTERO/A,EDUCACIÓN GENERAL BÁSICA,MASCULINO,27,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,NO APLICA,MASCULINO,37,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,20,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,NO APLICA,MASCULINO,50,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,19,HOMBRE
VENEZOLANO,MESTIZO/A,IRREGULAR,0,SOLTERO/A,,MASCULINO,21,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,30,HOMBRE
ECUATORIANO,,NO APLICA,0,SOLTERO/A,EDUCACIÓN GENERAL BÁSICA,MASCULINO,36,HOMBRE
ECUATORIANO,,,0,SOLTERO/A,,MASCULINO,19,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,,MASCULINO,30,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,28,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,18,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,NO APLICA,MASCULINO,16,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,NO APLICA,MASCULINO,18,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,33,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,BACHILLERATO,MASCULINO,27,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,,MASCULINO,48,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,EDUCACIÓN GENERAL BÁSICA,MASCULINO,45,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,23,HOMBRE
ECUATORIANO,MONTUBIO/A,,0,SOLTERO/A,NO APLICA,MASCULINO,43,HOMBRE
VENEZOLANO,MESTIZO/A,IRREGULAR,0,SOLTERO/A,,MASCULINO,16,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,CASADO/A,,FEMENINO,41,MUJER
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,BACHILLERATO,MASCULINO,33,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,CASADO/A,BACHILLERATO,MASCULINO,59,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,DIVORCIADO/A,,MASCULINO,59,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,NO APLICA,MASCULINO,35,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,,MASCULINO,30,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,UNION DE HECHO,TERCER NIVEL TÉCNICO-TECNOLÓGICO Y DE GRADO,MASCULINO,27,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,49,HOMBRE
ECUATORIANO,,REGULAR,0,SOLTERO/A,,MASCULINO,27,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,,FEMENINO,43,MUJER
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,,MASCULINO,21,HOMBRE
ECUATORIANO,MANTA,NO APLICA,0,SOLTERO/A,NO APLICA,NO APLICA,58,HOMBRE
VENEZOLANO,,IRREGULAR,0,,,MASCULINO,29,HOMBRE
ECUATORIANO,,,0,SOLTERO/A,,MASCULINO,17,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,26,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,BACHILLERATO,NO APLICA,32,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,BACHILLERATO,MASCULINO,32,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,FEMENINO,27,MUJER
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,BACHILLERATO,MASCULINO,35,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,BACHILLERATO,MASCULINO,29,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,33,HOMBRE
ECUATORIANO,,,0,SOLTERO/A,,MASCULINO,58,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,DIVORCIADO/A,NO APLICA,FEMENINO,41,MUJER
ECUATORIANO,MESTIZO/A,NO APLICA,0,CASADO/A,NO APLICA,MASCULINO,30,HOMBRE
ECUATORIANO,AFROECUATORIANO/A  AFRODESCENDIENTE,NO APLICA,0,SOLTERO/A,EDUCACIÓN GENERAL BÁSICA,MASCULINO,35,HOMBRE
ECUATORIANO,MESTIZO/A,,0,CASADO/A,,MASCULINO,52,HOMBRE
VENEZOLANO,MESTIZO/A,IRREGULAR,0,SOLTERO/A,NO APLICA,MASCULINO,28,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,,MASCULINO,30,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,CASADO/A,,MASCULINO,33,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,32,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,39,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,BACHILLERATO,MASCULINO,25,HOMBRE
COLOMBIANO,MESTIZO/A,IRREGULAR,0,SOLTERO/A,,MASCULINO,23,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,BACHILLERATO,MASCULINO,29,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,28,HOMBRE
VENEZOLANO,MESTIZO/A,REGULAR,0,SOLTERO/A,NO APLICA,FEMENINO,19,MUJER
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,33,HOMBRE
ECUATORIANO,AFROECUATORIANO/A  AFRODESCENDIENTE,,0,SOLTERO/A,,MASCULINO,30,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,NO APLICA,MASCULINO,22,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,NO APLICA,MASCULINO,21,HOMBRE
ECUATORIANO,MESTIZO/A,,0,CASADO/A,,MASCULINO,42,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,NO APLICA,MASCULINO,29,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,21,HOMBRE
ECUATORIANO,,,0,SOLTERO/A,,MASCULINO,27,HOMBRE
ECUATORIANO,MESTIZO/A,,0,DIVORCIADO/A,,FEMENINO,46,MUJER
ECUATORIANO,MESTIZO/A,NO APLICA,0,CASADO/A,NO APLICA,MASCULINO,44,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,CASADO/A,NO APLICA,FEMENINO,30,MUJER
ECUATORIANO,MESTIZO/A,,0,CASADO/A,,MASCULINO,50,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,DIVORCIADO/A,,MASCULINO,42,HOMBRE
ECUATORIANO,MESTIZO/A,,0,CASADO/A,NO APLICA,MASCULINO,38,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,BACHILLERATO,MASCULINO,20,HOMBRE
ECUATORIANO,MESTIZO/A,,0,CASADO/A,NO APLICA,MASCULINO,45,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,20,HOMBRE
ECUATORIANO,MESTIZO/A,,0,DIVORCIADO/A,,MASCULINO,53,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,27,HOMBRE
ECUATORIANO,,,0,SOLTERO/A,,MASCULINO,45,HOMBRE
ECUATORIANO,MONTUBIO/A,,0,SOLTERO/A,,MASCULINO,36,HOMBRE
ECUATORIANO,,,0,SOLTERO/A,,MASCULINO,36,HOMBRE
COLOMBIANO,BLANCO/A,IRREGULAR,0,SOLTERO/A,TERCER NIVEL TÉCNICO-TECNOLÓGICO Y DE GRADO,FEMENINO,26,MUJER
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,NO APLICA,MASCULINO,26,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,40,HOMBRE
ECUATORIANO,,,0,CASADO/A,,MASCULINO,50,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,CASADO/A,,MASCULINO,30,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,24,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,,FEMENINO,45,MUJER
ECUATORIANO,MONTUBIO/A,REGULAR,0,SOLTERO/A,NO APLICA,MASCULINO,40,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,45,HOMBRE
ECUATORIANO,MONTUBIO/A,,0,SOLTERO/A,,MASCULINO,23,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,CASADO/A,NO APLICA,MASCULINO,30,HOMBRE
ECUATORIANO,MESTIZO/A,,0,CASADO/A,,FEMENINO,41,MUJER
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,NO APLICA,27,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,DIVORCIADO/A,NO APLICA,MASCULINO,46,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,CASADO/A,NO APLICA,MASCULINO,44,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,NO APLICA,MASCULINO,32,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,23,HOMBRE
ECUATORIANO,AFROECUATORIANO/A  AFRODESCENDIENTE,,0,SOLTERO/A,,FEMENINO,19,MUJER
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,56,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,67,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,20,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,NO APLICA,MASCULINO,19,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,,MASCULINO,25,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,,MASCULINO,55,HOMBRE
VENEZOLANO,MESTIZO/A,IRREGULAR,0,UNION DE HECHO,NO APLICA,MASCULINO,21,HOMBRE
VENEZOLANO,BLANCO/A,,0,SOLTERO/A,BACHILLERATO,MASCULINO,22,HOMBRE
ECUATORIANO,MESTIZO/A,,0,CASADO/A,NO APLICA,MASCULINO,41,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,BACHILLERATO,MASCULINO,25,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,FEMENINO,26,MUJER
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,,MASCULINO,17,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,NO APLICA,MASCULINO,24,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,DIVORCIADO/A,NO APLICA,MASCULINO,57,HOMBRE
VENEZOLANO,MESTIZO/A,,0,,NO APLICA,MASCULINO,28,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,25,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,,MASCULINO,31,HOMBRE
ECUATORIANO,MESTIZO/A,,0,CASADO/A,NO APLICA,MASCULINO,47,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,DIVORCIADO/A,NO APLICA,MASCULINO,48,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,19,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,,MASCULINO,36,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,CASADO/A,NO APLICA,MASCULINO,48,HOMBRE
VENEZOLANO,,,0,,,NO APLICA,23,HOMBRE
ECUATORIANO,MESTIZO/A,,0,CASADO/A,,MASCULINO,46,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,24,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,BACHILLERATO,MASCULINO,21,HOMBRE
ECUATORIANO,,NO APLICA,0,SOLTERO/A,NO APLICA,NO APLICA,22,MUJER
ECUATORIANO,,,0,SOLTERO/A,,MASCULINO,50,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,DIVORCIADO/A,NO APLICA,MASCULINO,50,HOMBRE
ECUATORIANO,AFROECUATORIANO/A  AFRODESCENDIENTE,REGULAR,0,SOLTERO/A,BACHILLERATO,MASCULINO,27,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,,MASCULINO,23,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,CASADO/A,NO APLICA,MASCULINO,50,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,27,HOMBRE
ECUATORIANO,,,0,SOLTERO/A,EDUCACIÓN INICIAL,MASCULINO,38,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,34,HOMBRE
ECUATORIANO,,,0,DIVORCIADO/A,,MASCULINO,51,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,CASADO/A,,FEMENINO,61,MUJER
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,29,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,DIVORCIADO/A,TERCER NIVEL TÉCNICO-TECNOLÓGICO Y DE GRADO,MASCULINO,52,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,BACHILLERATO,MASCULINO,39,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,44,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,,MASCULINO,24,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,NO APLICA,24,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,CASADO/A,BACHILLERATO,MASCULINO,42,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,49,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,,MASCULINO,26,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,NO APLICA,MASCULINO,26,HOMBRE
VENEZOLANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,35,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,,MASCULINO,20,HOMBRE
ECUATORIANO,BLANCO/A,NO APLICA,0,CASADO/A,,MASCULINO,37,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,33,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,NO APLICA,MASCULINO,26,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,20,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,BACHILLERATO,MASCULINO,22,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,,MASCULINO,22,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,CASADO/A,EDUCACIÓN GENERAL BÁSICA,MASCULINO,37,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,BACHILLERATO,FEMENINO,27,MUJER
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,FEMENINO,28,MUJER
ECUATORIANO,MONTUBIO/A,REGULAR,0,SOLTERO/A,,MASCULINO,25,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,18,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,NO APLICA,MASCULINO,20,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,EDUCACIÓN GENERAL BÁSICA,MASCULINO,17,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,19,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,BACHILLERATO,FEMENINO,28,MUJER
CHINO,,,0,SOLTERO/A,,MASCULINO,29,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,EDUCACIÓN INICIAL,MASCULINO,42,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,NO APLICA,21,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,21,HOMBRE
ECUATORIANO,MESTIZO/A,,0,CASADO/A,,MASCULINO,44,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,NO APLICA,NO APLICA,27,HOMBRE
ECUATORIANO,MESTIZO/A,,0,DIVORCIADO/A,,FEMENINO,29,MUJER
COLOMBIANO,MESTIZO/A,,0,,,MASCULINO,,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,BACHILLERATO,FEMENINO,38,MUJER
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,43,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,20,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,NO APLICA,FEMENINO,19,MUJER
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,NO APLICA,20,HOMBRE
ECUATORIANO,,REGULAR,0,SOLTERO/A,,MASCULINO,17,HOMBRE
VENEZOLANO,MESTIZO/A,IRREGULAR,0,,BACHILLERATO,MASCULINO,23,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,TERCER NIVEL TÉCNICO-TECNOLÓGICO Y DE GRADO,MASCULINO,19,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,BACHILLERATO,MASCULINO,38,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,18,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,18,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,BACHILLERATO,MASCULINO,44,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,41,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,45,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,NO APLICA,MASCULINO,22,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,27,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,,MASCULINO,28,HOMBRE
ECUATORIANO,,,0,SOLTERO/A,NO APLICA,NO APLICA,23,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,,MASCULINO,29,HOMBRE
ECUATORIANO,NEGRO/A,REGULAR,0,SOLTERO/A,BACHILLERATO,MASCULINO,31,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,BACHILLERATO,FEMENINO,43,MUJER
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,NO APLICA,FEMENINO,27,MUJER
VENEZOLANO,MESTIZO/A,,0,CASADO/A,,MASCULINO,22,HOMBRE
ECUATORIANO,MONTUBIO/A,NO APLICA,0,SOLTERO/A,EDUCACIÓN INICIAL,MASCULINO,25,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,NO APLICA,MASCULINO,18,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,,MASCULINO,20,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,28,HOMBRE
ECUATORIANO,,,0,SOLTERO/A,NO APLICA,MASCULINO,24,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,19,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,BACHILLERATO,MASCULINO,27,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,NO APLICA,MASCULINO,24,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,32,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,BACHILLERATO,MASCULINO,26,HOMBRE
ECUATORIANO,MESTIZO/A,,0,CASADO/A,EDUCACIÓN GENERAL BÁSICA,MASCULINO,33,HOMBRE
VENEZOLANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,,MASCULINO,31,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,BACHILLERATO,MASCULINO,29,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,NO APLICA,MASCULINO,20,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,BACHILLERATO,MASCULINO,18,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,DIVORCIADO/A,NO APLICA,MASCULINO,61,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,,MASCULINO,29,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,EDUCACIÓN GENERAL BÁSICA,MASCULINO,30,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,,MASCULINO,18,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,36,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,NO APLICA,47,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,29,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,27,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,,MASCULINO,23,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,,MASCULINO,20,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,BACHILLERATO,MASCULINO,30,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,,MASCULINO,30,HOMBRE
ECUATORIANO,MONTUBIO/A,REGULAR,0,SOLTERO/A,NO APLICA,MASCULINO,42,HOMBRE
ECUATORIANO,MESTIZO/A,IRREGULAR,0,SOLTERO/A,EDUCACIÓN GENERAL BÁSICA,MASCULINO,28,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,FEMENINO,35,MUJER
ECUATORIANO,,NO APLICA,0,SOLTERO/A,,MASCULINO,19,HOMBRE
ECUATORIANO,,NO APLICA,0,CASADO/A,,MASCULINO,27,HOMBRE
COLOMBIANO,,IRREGULAR,0,SOLTERO/A,,MASCULINO,,HOMBRE
